"survey_id","location","site_code","site_name","latitude","longitude","survey_year","taxon","survey.mean"
"812313282","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2000","Ecklonia radiata",0
"812313283","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2000","Ecklonia radiata",64.4
"812313284","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2000","Ecklonia radiata",18
"812313291","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2003","Ecklonia radiata",62
"812313292","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2003","Ecklonia radiata",36.8
"812313293","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2003","Ecklonia radiata",44.4
"812313294","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2003","Ecklonia radiata",19.2
"812313301","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2004","Ecklonia radiata",18.8
"812313302","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2004","Ecklonia radiata",25.2
"812313303","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2004","Ecklonia radiata",82.4
"812313304","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2004","Ecklonia radiata",0
"812313311","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2006","Ecklonia radiata",0.8
"812313312","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2006","Ecklonia radiata",28
"812313313","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2006","Ecklonia radiata",26.4
"812313314","Jurien","JMP-S19","Gazely Reef",-30.70928,115.11806,"2006","Ecklonia radiata",41.2
"812313321","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"1999","Ecklonia radiata",0
"812313322","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"1999","Ecklonia radiata",0
"812313323","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"1999","Ecklonia radiata",7.2
"812313324","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"1999","Ecklonia radiata",2
"812313331","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2000","Ecklonia radiata",0
"812313332","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2000","Ecklonia radiata",7.6
"812313333","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2000","Ecklonia radiata",0
"812313334","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2000","Ecklonia radiata",0
"812313341","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2003","Ecklonia radiata",0
"812313342","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2003","Ecklonia radiata",2
"812313343","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2003","Ecklonia radiata",21.6
"812313344","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2003","Ecklonia radiata",38
"812313351","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2004","Ecklonia radiata",1.2
"812313352","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2004","Ecklonia radiata",2
"812313353","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2004","Ecklonia radiata",0
"812313354","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2004","Ecklonia radiata",12
"812313361","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2006","Ecklonia radiata",0
"812313362","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2006","Ecklonia radiata",6.8
"812313363","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2006","Ecklonia radiata",11.2
"812313364","Jurien","JMP-S20","Kearn Reef",-30.72203,115.1507,"2006","Ecklonia radiata",0
"812313371","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"1999","Ecklonia radiata",0
"812313372","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"1999","Ecklonia radiata",0
"812313373","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"1999","Ecklonia radiata",0
"812313374","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"1999","Ecklonia radiata",0
"812313381","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2000","Ecklonia radiata",0
"812313382","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2000","Ecklonia radiata",0
"812313383","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2000","Ecklonia radiata",0
"812313384","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2000","Ecklonia radiata",0
"812313391","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2003","Ecklonia radiata",0
"812313392","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2003","Ecklonia radiata",0
"812313393","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2003","Ecklonia radiata",0
"812313394","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2003","Ecklonia radiata",0
"812313401","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2004","Ecklonia radiata",0
"812313402","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2004","Ecklonia radiata",0
"812313403","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2004","Ecklonia radiata",0
"812313404","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2004","Ecklonia radiata",0
"812313411","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2006","Ecklonia radiata",0
"812313412","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2006","Ecklonia radiata",0
"812313413","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2006","Ecklonia radiata",0
"812313414","Jurien","JMP-S21","Cavenagh Reef 2",-30.62077,115.10239,"2006","Ecklonia radiata",0
"812313421","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"1999","Ecklonia radiata",56.4
"812313422","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"1999","Ecklonia radiata",13.6
"812313423","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"1999","Ecklonia radiata",29.2
"812313424","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"1999","Ecklonia radiata",6.4
"812313431","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2000","Ecklonia radiata",12
"812313432","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2000","Ecklonia radiata",7.2
"812313433","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2000","Ecklonia radiata",44
"812313434","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2000","Ecklonia radiata",22.4
"812313441","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2003","Ecklonia radiata",8.4
"812313442","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2003","Ecklonia radiata",38.8
"812313443","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2003","Ecklonia radiata",0
"812313444","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2003","Ecklonia radiata",32
"812313451","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2004","Ecklonia radiata",0
"812313452","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2004","Ecklonia radiata",1.6
"812313453","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2004","Ecklonia radiata",27.2
"812313454","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2004","Ecklonia radiata",32.4
"812313461","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2006","Ecklonia radiata",30
"812313462","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2006","Ecklonia radiata",36.8
"812313463","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2006","Ecklonia radiata",38
"812313464","Jurien","JMP-S22","Inner Seven Foot Reef",-30.58995,115.06482,"2006","Ecklonia radiata",11.2
"812313471","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"1999","Ecklonia radiata",0
"812313472","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"1999","Ecklonia radiata",16
"812313473","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"1999","Ecklonia radiata",25.6
"812313474","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"1999","Ecklonia radiata",50.4
"812313481","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2000","Ecklonia radiata",24
"812313482","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2000","Ecklonia radiata",32
"812313483","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2000","Ecklonia radiata",0
"812313484","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2000","Ecklonia radiata",0
"812313491","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2003","Ecklonia radiata",39.6
"812313492","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2003","Ecklonia radiata",43.2
"812313493","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2003","Ecklonia radiata",15.6
"812313494","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2003","Ecklonia radiata",27.6
"812313501","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2004","Ecklonia radiata",17.2
"812313502","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2004","Ecklonia radiata",24
"812313503","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2004","Ecklonia radiata",29.6
"812313504","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2004","Ecklonia radiata",22
"812313511","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2006","Ecklonia radiata",5.6
"812313512","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2006","Ecklonia radiata",56
"812313513","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2006","Ecklonia radiata",30.4
"812313514","Jurien","JMP-S23","Sams Reef",-30.48513,115.02998,"2006","Ecklonia radiata",58
"812313521","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"1999","Ecklonia radiata",0.4
"812313522","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"1999","Ecklonia radiata",0
"812313523","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"1999","Ecklonia radiata",0
"812313524","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"1999","Ecklonia radiata",0
"812313531","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2000","Ecklonia radiata",0
"812313532","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2000","Ecklonia radiata",0
"812313533","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2000","Ecklonia radiata",0
"812313534","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2000","Ecklonia radiata",0
"812313541","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2003","Ecklonia radiata",0
"812313542","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2003","Ecklonia radiata",0
"812313543","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2003","Ecklonia radiata",0
"812313544","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2003","Ecklonia radiata",0
"812313551","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2004","Ecklonia radiata",0
"812313552","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2004","Ecklonia radiata",0
"812313553","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2004","Ecklonia radiata",0
"812313554","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2004","Ecklonia radiata",0
"812313561","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2006","Ecklonia radiata",0
"812313562","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2006","Ecklonia radiata",0
"812313563","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2006","Ecklonia radiata",1.6
"812313564","Jurien","JMP-S24","No Name Reef",-30.43518,115.0355,"2006","Ecklonia radiata",0
"812313571","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"1999","Ecklonia radiata",0
"812313572","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"1999","Ecklonia radiata",0.8
"812313573","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"1999","Ecklonia radiata",1.6
"812313574","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"1999","Ecklonia radiata",1.6
"812313581","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2000","Ecklonia radiata",0
"812313582","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2000","Ecklonia radiata",3.2
"812313583","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2000","Ecklonia radiata",0
"812313584","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2000","Ecklonia radiata",0
"812313591","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2003","Ecklonia radiata",3.6
"812313592","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2003","Ecklonia radiata",3.6
"812313593","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2003","Ecklonia radiata",1.6
"812313594","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2003","Ecklonia radiata",0.8
"812313601","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2004","Ecklonia radiata",11.2
"812313602","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2004","Ecklonia radiata",0
"812313603","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2004","Ecklonia radiata",0
"812313604","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2004","Ecklonia radiata",4
"812313611","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2006","Ecklonia radiata",0
"812313612","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2006","Ecklonia radiata",0.8
"812313613","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2006","Ecklonia radiata",7.2
"812313614","Jurien","JMP-S25","Fishermans Island",-30.12073,114.95365,"2006","Ecklonia radiata",6.4
"812313621","Jurien","JMP-S26","Outer Green Islands",-30.68143,115.09548,"2004","Ecklonia radiata",44.4
"812313622","Jurien","JMP-S26","Outer Green Islands",-30.68143,115.09548,"2004","Ecklonia radiata",9.2
"812313623","Jurien","JMP-S26","Outer Green Islands",-30.68143,115.09548,"2004","Ecklonia radiata",50
"812313624","Jurien","JMP-S26","Outer Green Islands",-30.68143,115.09548,"2004","Ecklonia radiata",43.2
"812313631","Jurien","JMP-S26","Outer Green Islands",-30.68143,115.09548,"2006","Ecklonia radiata",32.8
"812313632","Jurien","JMP-S26","Outer Green Islands",-30.68143,115.09548,"2006","Ecklonia radiata",19.6
"812313633","Jurien","JMP-S26","Outer Green Islands",-30.68143,115.09548,"2006","Ecklonia radiata",18
"812313634","Jurien","JMP-S26","Outer Green Islands",-30.68143,115.09548,"2006","Ecklonia radiata",41.2
"812313641","Jurien","JMP-S27","Cavanagh Reef",-30.6255,115.11337,"2004","Ecklonia radiata",0
"812313642","Jurien","JMP-S27","Cavanagh Reef",-30.6255,115.11337,"2004","Ecklonia radiata",0
"812313643","Jurien","JMP-S27","Cavanagh Reef",-30.6255,115.11337,"2004","Ecklonia radiata",0
"812313644","Jurien","JMP-S27","Cavanagh Reef",-30.6255,115.11337,"2004","Ecklonia radiata",0
"812313651","Jurien","JMP-S27","Cavanagh Reef",-30.6255,115.11337,"2006","Ecklonia radiata",1.6
"812313652","Jurien","JMP-S27","Cavanagh Reef",-30.6255,115.11337,"2006","Ecklonia radiata",0
"812313653","Jurien","JMP-S27","Cavanagh Reef",-30.6255,115.11337,"2006","Ecklonia radiata",0
"812313654","Jurien","JMP-S27","Cavanagh Reef",-30.6255,115.11337,"2006","Ecklonia radiata",0
"812313661","Jurien","JMP-S28","Outer Seven Foot Rocks",-30.58913,115.04887,"2004","Ecklonia radiata",16.4
"812313662","Jurien","JMP-S28","Outer Seven Foot Rocks",-30.58913,115.04887,"2004","Ecklonia radiata",0
"812313663","Jurien","JMP-S28","Outer Seven Foot Rocks",-30.58913,115.04887,"2004","Ecklonia radiata",20.8
"812313664","Jurien","JMP-S28","Outer Seven Foot Rocks",-30.58913,115.04887,"2004","Ecklonia radiata",0
"812313671","Jurien","JMP-S28","Outer Seven Foot Rocks",-30.58913,115.04887,"2006","Ecklonia radiata",1.2
"812313672","Jurien","JMP-S28","Outer Seven Foot Rocks",-30.58913,115.04887,"2006","Ecklonia radiata",1.6
"812313673","Jurien","JMP-S28","Outer Seven Foot Rocks",-30.58913,115.04887,"2006","Ecklonia radiata",8
"812313674","Jurien","JMP-S28","Outer Seven Foot Rocks",-30.58913,115.04887,"2006","Ecklonia radiata",22
"812313681","Jurien","JMP-S29","Inshore Grey",-30.67167,115.13564,"2004","Ecklonia radiata",0
"812313682","Jurien","JMP-S29","Inshore Grey",-30.67167,115.13564,"2004","Ecklonia radiata",0
"812313683","Jurien","JMP-S29","Inshore Grey",-30.67167,115.13564,"2004","Ecklonia radiata",0
"812313684","Jurien","JMP-S29","Inshore Grey",-30.67167,115.13564,"2004","Ecklonia radiata",0
"812313691","Jurien","JMP-S29","Inshore Grey",-30.67167,115.13564,"2006","Ecklonia radiata",0
"812313692","Jurien","JMP-S29","Inshore Grey",-30.67167,115.13564,"2006","Ecklonia radiata",0
"812313693","Jurien","JMP-S29","Inshore Grey",-30.67167,115.13564,"2006","Ecklonia radiata",0
"812313694","Jurien","JMP-S29","Inshore Grey",-30.67167,115.13564,"2006","Ecklonia radiata",0
"812313701","Jurien","JMP-S30","Inshore Grey North",-30.6462,115.1239,"2004","Ecklonia radiata",0
"812313702","Jurien","JMP-S30","Inshore Grey North",-30.6462,115.1239,"2004","Ecklonia radiata",0
"812313703","Jurien","JMP-S30","Inshore Grey North",-30.6462,115.1239,"2004","Ecklonia radiata",0
"812313704","Jurien","JMP-S30","Inshore Grey North",-30.6462,115.1239,"2004","Ecklonia radiata",0
"812313711","Jurien","JMP-S30","Inshore Grey North",-30.6462,115.1239,"2006","Ecklonia radiata",0
"812313712","Jurien","JMP-S30","Inshore Grey North",-30.6462,115.1239,"2006","Ecklonia radiata",0
"812313713","Jurien","JMP-S30","Inshore Grey North",-30.6462,115.1239,"2006","Ecklonia radiata",0
"812313714","Jurien","JMP-S30","Inshore Grey North",-30.6462,115.1239,"2006","Ecklonia radiata",0
"812313731","Jurien","JMP-S31","Main Reef",-30.16917,114.94217,"2006","Ecklonia radiata",8
"812313732","Jurien","JMP-S31","Main Reef",-30.16917,114.94217,"2006","Ecklonia radiata",10.8
"812313733","Jurien","JMP-S31","Main Reef",-30.16917,114.94217,"2006","Ecklonia radiata",5.2
"812313734","Jurien","JMP-S31","Main Reef",-30.16917,114.94217,"2006","Ecklonia radiata",9.2
"812313741","Jurien","JMP-S32","Offshore Hill River",-30.41333,114.98167,"2004","Ecklonia radiata",78
"812313742","Jurien","JMP-S32","Offshore Hill River",-30.41333,114.98167,"2004","Ecklonia radiata",48
"812313743","Jurien","JMP-S32","Offshore Hill River",-30.41333,114.98167,"2004","Ecklonia radiata",37.2
"812313744","Jurien","JMP-S32","Offshore Hill River",-30.41333,114.98167,"2004","Ecklonia radiata",62
"812313751","Jurien","JMP-S32","Offshore Hill River",-30.41333,114.98167,"2006","Ecklonia radiata",65.6
"812313752","Jurien","JMP-S32","Offshore Hill River",-30.41333,114.98167,"2006","Ecklonia radiata",38.4
"812313753","Jurien","JMP-S32","Offshore Hill River",-30.41333,114.98167,"2006","Ecklonia radiata",26
"812313754","Jurien","JMP-S32","Offshore Hill River",-30.41333,114.98167,"2006","Ecklonia radiata",28.8
"812313771","Jurien","JMP-S33","Offshore Outer Rocks",-30.44763,114.99133,"2006","Ecklonia radiata",0
"812313772","Jurien","JMP-S33","Offshore Outer Rocks",-30.44763,114.99133,"2006","Ecklonia radiata",8
"812313773","Jurien","JMP-S33","Offshore Outer Rocks",-30.44763,114.99133,"2006","Ecklonia radiata",18.8
"812313774","Jurien","JMP-S33","Offshore Outer Rocks",-30.44763,114.99133,"2006","Ecklonia radiata",8.4
"812313791","Jurien","JMP-S34","Big Wave Reef",-30.5145,115.01366,"2006","Ecklonia radiata",32.8
"812313792","Jurien","JMP-S34","Big Wave Reef",-30.5145,115.01366,"2006","Ecklonia radiata",42.8
"812313793","Jurien","JMP-S34","Big Wave Reef",-30.5145,115.01366,"2006","Ecklonia radiata",34
"812313794","Jurien","JMP-S34","Big Wave Reef",-30.5145,115.01366,"2006","Ecklonia radiata",42.8
"812313801","Jurien","JMP-S35","Midshore Boullanger Island",-30.34667,115.004,"2004","Ecklonia radiata",0
"812313802","Jurien","JMP-S35","Midshore Boullanger Island",-30.34667,115.004,"2004","Ecklonia radiata",0
"812313803","Jurien","JMP-S35","Midshore Boullanger Island",-30.34667,115.004,"2004","Ecklonia radiata",0
"812313804","Jurien","JMP-S35","Midshore Boullanger Island",-30.34667,115.004,"2004","Ecklonia radiata",0
"812313811","Jurien","JMP-S35","Midshore Boullanger Island",-30.34667,115.004,"2006","Ecklonia radiata",0
"812313812","Jurien","JMP-S35","Midshore Boullanger Island",-30.34667,115.004,"2006","Ecklonia radiata",0
"812313813","Jurien","JMP-S35","Midshore Boullanger Island",-30.34667,115.004,"2006","Ecklonia radiata",0
"812313814","Jurien","JMP-S35","Midshore Boullanger Island",-30.34667,115.004,"2006","Ecklonia radiata",0
"812313821","Jurien","JMP-S36","Inshore Boullanger Island",-30.3461,115.03757,"2004","Ecklonia radiata",65.6
"812313822","Jurien","JMP-S36","Inshore Boullanger Island",-30.3461,115.03757,"2004","Ecklonia radiata",69.6
"812313823","Jurien","JMP-S36","Inshore Boullanger Island",-30.3461,115.03757,"2004","Ecklonia radiata",62.4
"812313824","Jurien","JMP-S36","Inshore Boullanger Island",-30.3461,115.03757,"2004","Ecklonia radiata",82
"812313831","Jurien","JMP-S36","Inshore Boullanger Island",-30.3461,115.03757,"2006","Ecklonia radiata",0
"812313832","Jurien","JMP-S36","Inshore Boullanger Island",-30.3461,115.03757,"2006","Ecklonia radiata",0
"812313833","Jurien","JMP-S36","Inshore Boullanger Island",-30.3461,115.03757,"2006","Ecklonia radiata",0
"812313834","Jurien","JMP-S36","Inshore Boullanger Island",-30.3461,115.03757,"2006","Ecklonia radiata",0
"812313841","Jurien","JMP-S37","Wedge Island",-30.83113,115.19105,"2004","Ecklonia radiata",0
"812313842","Jurien","JMP-S37","Wedge Island",-30.83113,115.19105,"2004","Ecklonia radiata",0
"812313843","Jurien","JMP-S37","Wedge Island",-30.83113,115.19105,"2004","Ecklonia radiata",3.2
"812313844","Jurien","JMP-S37","Wedge Island",-30.83113,115.19105,"2004","Ecklonia radiata",18
"812313851","Jurien","JMP-S37","Wedge Island",-30.83113,115.19105,"2006","Ecklonia radiata",0
"812313852","Jurien","JMP-S37","Wedge Island",-30.83113,115.19105,"2006","Ecklonia radiata",22
"812313853","Jurien","JMP-S37","Wedge Island",-30.83113,115.19105,"2006","Ecklonia radiata",0
"812313854","Jurien","JMP-S37","Wedge Island",-30.83113,115.19105,"2006","Ecklonia radiata",1.6
"812313861","Jurien","JMP-S38","North Wedge",-30.79918,115.18695,"2004","Ecklonia radiata",40
"812313862","Jurien","JMP-S38","North Wedge",-30.79918,115.18695,"2004","Ecklonia radiata",67.2
"812313863","Jurien","JMP-S38","North Wedge",-30.79918,115.18695,"2004","Ecklonia radiata",60
"812313864","Jurien","JMP-S38","North Wedge",-30.79918,115.18695,"2004","Ecklonia radiata",57.2
"812313871","Jurien","JMP-S38","North Wedge",-30.79918,115.18695,"2006","Ecklonia radiata",0
"812313872","Jurien","JMP-S38","North Wedge",-30.79918,115.18695,"2006","Ecklonia radiata",88
"812313873","Jurien","JMP-S38","North Wedge",-30.79918,115.18695,"2006","Ecklonia radiata",40.4
"812313874","Jurien","JMP-S38","North Wedge",-30.79918,115.18695,"2006","Ecklonia radiata",10.4
"812313881","Jurien","JMP-S39","South East Green Island",-30.67822,115.106,"2004","Ecklonia radiata",0
"812313882","Jurien","JMP-S39","South East Green Island",-30.67822,115.106,"2004","Ecklonia radiata",0
"812313883","Jurien","JMP-S39","South East Green Island",-30.67822,115.106,"2004","Ecklonia radiata",0
"812313884","Jurien","JMP-S39","South East Green Island",-30.67822,115.106,"2004","Ecklonia radiata",0
"812313891","Jurien","JMP-S39","South East Green Island",-30.67822,115.106,"2006","Ecklonia radiata",0
"812313892","Jurien","JMP-S39","South East Green Island",-30.67822,115.106,"2006","Ecklonia radiata",0
"812313893","Jurien","JMP-S39","South East Green Island",-30.67822,115.106,"2006","Ecklonia radiata",0
"812313894","Jurien","JMP-S39","South East Green Island",-30.67822,115.106,"2006","Ecklonia radiata",3.6
"812313911","Jurien","JMP-S40","Offshore Target Rocks",-30.76675,115.14197,"2006","Ecklonia radiata",42.8
"812313912","Jurien","JMP-S40","Offshore Target Rocks",-30.76675,115.14197,"2006","Ecklonia radiata",67.2
"812313913","Jurien","JMP-S40","Offshore Target Rocks",-30.76675,115.14197,"2006","Ecklonia radiata",10
"812313914","Jurien","JMP-S40","Offshore Target Rocks",-30.76675,115.14197,"2006","Ecklonia radiata",34.4
"812313931","Jurien","JMP-S41","Offshore Outer Gazaly Reef",-30.71202,115.11322,"2006","Ecklonia radiata",29.2
"812313932","Jurien","JMP-S41","Offshore Outer Gazaly Reef",-30.71202,115.11322,"2006","Ecklonia radiata",0
"812313933","Jurien","JMP-S41","Offshore Outer Gazaly Reef",-30.71202,115.11322,"2006","Ecklonia radiata",13.6
"812313934","Jurien","JMP-S41","Offshore Outer Gazaly Reef",-30.71202,115.11322,"2006","Ecklonia radiata",6
"812313941","Jurien","JMP-S42","Outer Seaward Ledge",-30.29043,114.96651,"2004","Ecklonia radiata",53.6
"812313942","Jurien","JMP-S42","Outer Seaward Ledge",-30.29043,114.96651,"2004","Ecklonia radiata",11.2
"812313943","Jurien","JMP-S42","Outer Seaward Ledge",-30.29043,114.96651,"2004","Ecklonia radiata",4
"812313944","Jurien","JMP-S42","Outer Seaward Ledge",-30.29043,114.96651,"2004","Ecklonia radiata",84.8
"812313951","Jurien","JMP-S42","Outer Seaward Ledge",-30.29043,114.96651,"2006","Ecklonia radiata",46.8
"812313952","Jurien","JMP-S42","Outer Seaward Ledge",-30.29043,114.96651,"2006","Ecklonia radiata",18.4
"812313953","Jurien","JMP-S42","Outer Seaward Ledge",-30.29043,114.96651,"2006","Ecklonia radiata",69.2
"812313954","Jurien","JMP-S42","Outer Seaward Ledge",-30.29043,114.96651,"2006","Ecklonia radiata",21.2
"812313961","Jurien","JMP-S62","Near Sandland Island",-30.21523,114.9921,"2003","Ecklonia radiata",0
"812313962","Jurien","JMP-S62","Near Sandland Island",-30.21523,114.9921,"2003","Ecklonia radiata",0
"812313963","Jurien","JMP-S62","Near Sandland Island",-30.21523,114.9921,"2003","Ecklonia radiata",0
"812313964","Jurien","JMP-S62","Near Sandland Island",-30.21523,114.9921,"2003","Ecklonia radiata",0
"812322611","Jurien","JMP-S4","Outer Rocks (North) 2",-30.43377,114.99973,"2009","Ecklonia radiata",10.8
"812322612","Jurien","JMP-S4","Outer Rocks (North) 2",-30.43377,114.99973,"2009","Ecklonia radiata",52.4
